Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur,Preco Previsto,Data_Pedido,Data_Resposta,rating
Outra,4Runner Limited,2018,152888,Gasoline,270.0,4.0,6.0,Automatic,Outra,Outra,None reported,Yes,30030,29515,2023-02-01,2023-02-02,4.4
Outra,STS V6,2005,154497,Gasoline,260.0,3.6,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,4549,6184,2023-05-23,2023-05-25,7.8
Outra,TSX Base,2005,243977,Gasoline,200.0,2.4,4.0,Manual,Black,Black,None reported,Yes,7188,8194,2023-09-11,2023-09-14,9.7
Outra,Town & Country Touring-L,2012,263128,E85 Flex Fuel,283.0,3.6,6.0,Automatic,Outra,beige,None reported,Yes,5414,7574,2022-07-09,2022-07-11,9.7
Outra,Ghost Base,2011,127138,Gasoline,563.0,6.6,12.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,73073,57568,2023-08-24,2023-08-28,4.1
Outra,A6 3.0T Premium Plus,2016,114714,Gasoline,333.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,20020,21711,2022-10-10,2022-10-11,1.7
Mercedes-Benz,GLS 450 Base 4MATIC,2019,54827,Gasoline,362.0,3.0,6.0,Automatic,white,beige,None reported,Yes,42679,42133,2023-02-14,2023-02-18,7.7
Mercedes-Benz,SL-Class SL 550,2013,40126,Gasoline,429.0,4.6,8.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,36628,38458,2022-04-29,2022-05-01,7.0
Outra,Yukon SLT,2014,229171,E85 Flex Fuel,320.0,5.3,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12285,14314,2023-12-03,2023-12-06,3.4
Outra,GV80 2.5T,2023,13036,Gasoline,300.0,2.5,4.0,DCT,Outra,beige,None reported,Yes,52143,51350,2022-08-07,2022-08-08,1.8
Outra,G70 2.0T,2023,3293,Gasoline,252.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,39584,40275,2022-01-15,2022-01-19,6.5
Outra,2500 Big Horn,2020,82077,Gasoline,410.0,6.4,8.0,Automatic,Outra,Black,None reported,Yes,40859,40792,2023-07-01,2023-07-05,5.6
Outra,Altima 2.5 S,2015,241080,Gasoline,182.0,2.5,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,10556,10130,2022-05-06,2022-05-07,8.2
Ford,Bronco Badlands Advanced,2022,27359,Gasoline,315.0,2.7,6.0,Automatic,white,Black,None reported,Yes,63699,58813,2023-06-05,2023-06-06,2.7
Ford,Explorer Sport,2016,153692,Gasoline,365.0,3.5,6.0,DCT,Black,Black,None reported,Yes,18200,20466,2022-06-24,2022-06-25,7.5
Outra,Rover Range Rover Supercharged,2008,183927,Gasoline,400.0,4.2,8.0,Automatic,Black,Black,None reported,Yes,9009,9596,2023-06-08,2023-06-10,7.7
Chevrolet,Suburban 1500 LT,2015,288394,Gasoline,355.0,5.3,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,14560,16885,2023-01-03,2023-01-07,8.7
Outra,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,12553,Plug-In Hybrid,455.0,2.0,4.0,Automatic,Black,beige,None reported,Yes,60060,60772,2023-11-05,2023-11-06,7.0
BMW,740 i,2017,88514,Gasoline,320.0,3.0,6.0,DCT,white,Black,None reported,Yes,36400,34706,2023-06-13,2023-06-14,3.9
BMW,335 i xDrive,2012,247195,Gasoline,300.0,3.0,6.0,Manual,Black,Black,None reported,Yes,15925,15073,2022-03-15,2022-03-16,8.3
Outra,Accord Hybrid Touring,2017,155141,Hybrid,212.0,2.0,4.0,CVT,white,beige,At least 1 accident or damage reported,Yes,16835,16478,2023-04-23,2023-04-24,4.5
Outra,H3 Base,2007,221016,Gasoline,242.0,3.7,5.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,9100,9021,2023-04-26,2023-04-29,9.6
Outra,tC Anniversary Edition,2014,185075,Gasoline,179.0,2.5,4.0,Manual,Outra,Outra,None reported,Yes,10460,10960,2023-08-23,2023-08-25,8.3
BMW,Z4 sDrive35is,2014,6759,Gasoline,335.0,3.0,6.0,DCT,white,Outra,None reported,Yes,59145,53848,2023-08-23,2023-08-24,3.9
Outra,GV70 3.5T Sport,2022,20761,Gasoline,375.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,48230,47211,2023-09-20,2023-09-22,5.2
Outra,CX-5 Touring,2018,98170,Gasoline,187.0,2.5,4.0,DCT,Outra,Black,None reported,Yes,19838,20004,2023-10-09,2023-10-10,3.8
Outra,ES 350 Base,2007,127106,Gasoline,272.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,9646,9826,2023-12-21,2023-12-22,9.2
Outra,Challenger GT,2021,64374,Gasoline,303.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,29575,31336,2022-12-22,2022-12-24,5.5
BMW,330 i,2005,95434,Gasoline,225.0,3.0,6.0,Manual,Outra,Black,None reported,Yes,28119,21698,2022-03-06,2022-03-10,1.9
Mercedes-Benz,GLS 450 Base 4MATIC,2017,170590,Gasoline,362.0,3.0,6.0,Automatic,white,Black,None reported,Yes,23569,25818,2022-08-29,2022-09-02,5.1
Outra,911 Carrera S,2013,62764,Gasoline,400.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,66430,63681,2023-06-25,2023-06-26,8.9
Outra,TLX V6 Advance,2016,205996,Gasoline,290.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,17745,17857,2022-06-11,2022-06-12,5.9
Outra,Rogue SL,2017,238183,Gasoline,170.0,2.5,4.0,Automatic,white,Outra,None reported,Yes,11830,11745,2023-02-03,2023-02-07,7.5
BMW,323 Ci,2000,285980,Gasoline,170.0,2.5,6.0,Automatic,Outra,Black,None reported,Yes,2275,3377,2023-04-29,2023-05-03,7.6
BMW,320 i xDrive,2016,297729,Gasoline,180.0,2.0,4.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,6825,7909,2022-05-02,2022-05-05,3.0
Outra,G8 GT,2009,130883,Gasoline,355.0,6.0,8.0,DCT,Black,Black,None reported,Yes,15925,17321,2023-08-17,2023-08-19,8.1
Mercedes-Benz,AMG GT Base,2018,45355,Gasoline,469.0,4.0,8.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,76895,68255,2022-08-09,2022-08-10,5.6
Ford,F-150 Lariat,2016,40234,E85 Flex Fuel,385.0,5.0,8.0,Automatic,Outra,Black,None reported,Yes,59150,52709,2022-01-07,2022-01-10,4.0
Chevrolet,Corvette Stingray,2018,22370,Gasoline,455.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,49586,48493,2022-09-18,2022-09-21,2.0
Ford,Mustang GT Premium,2020,27117,Gasoline,460.0,5.0,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,37310,45412,2022-06-04,2022-06-07,8.3
Outra,Q8 55 Premium Plus,2021,23738,Hybrid,335.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,55564,56050,2023-01-27,2023-01-30,3.7
Mercedes-Benz,S-Class S 550 4MATIC,2015,86905,Gasoline,449.0,4.7,8.0,Automatic,white,beige,None reported,Yes,33670,35871,2023-04-05,2023-04-09,1.6
Chevrolet,Tahoe LTZ,2015,216457,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,25480,23502,2023-05-04,2023-05-07,6.2
Outra,QX60 Base,2016,146835,Gasoline,265.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,15925,16648,2022-01-03,2022-01-04,8.5
Outra,Rover Range Rover Sport HSE,2019,84169,Gasoline,340.0,3.0,6.0,DCT,Black,Black,None reported,Yes,45409,43551,2022-03-01,2022-03-03,9.3
Outra,RSX Base,2005,299402,Gasoline,160.0,2.0,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,6097,5699,2023-08-29,2023-09-02,1.7
Chevrolet,Corvette Stingray w/2LT,2020,2897,Gasoline,490.0,6.2,8.0,Automatic,Outra,Black,None reported,Yes,69160,70588,2023-06-21,2023-06-25,6.1
Outra,Rover Range Rover 5.0L Supercharged Autobiography,2016,90123,Gasoline,510.0,5.0,8.0,Automatic,Black,Outra,None reported,Yes,45409,42096,2023-07-04,2023-07-08,1.0
Outra,RS 7 4.0T Prestige,2014,106458,Gasoline,560.0,4.0,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,43675,43671,2022-11-02,2022-11-03,5.0
Outra,2500 Tradesman,2018,102596,Gasoline,410.0,6.4,8.0,Automatic,Outra,Outra,None reported,Yes,32760,35191,2023-10-03,2023-10-05,8.5
Outra,Ram 1500 Quad Cab,2002,288073,Gasoline,245.0,5.9,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,5915,7472,2022-11-30,2022-12-04,5.3
Outra,ILX Technology Plus Package,2017,109757,Gasoline,201.0,2.4,4.0,DCT,Black,Outra,At least 1 accident or damage reported,Yes,14332,15315,2023-09-19,2023-09-21,4.4
BMW,535 i xDrive,2015,104607,Gasoline,300.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,22745,22101,2022-09-16,2022-09-17,8.9
Outra,FX50 Base,2011,136633,Gasoline,390.0,5.0,8.0,Automatic,Outra,Black,None reported,No,20430,19229,2022-10-11,2022-10-13,1.4
Outra,Rover Discovery S,2003,196157,Gasoline,217.0,4.6,8.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,5460,6515,2023-01-24,2023-01-26,2.7
Outra,Crosstour EX-L,2012,146035,Gasoline,192.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,11812,11433,2022-05-14,2022-05-16,1.6
Mercedes-Benz,G-Class G 63 AMG,2014,80305,Gasoline,536.0,5.5,8.0,Automatic,white,Black,None reported,Yes,66429,57815,2022-06-01,2022-06-05,6.2
Outra,Boxster Base,2013,65661,Gasoline,265.0,2.7,6.0,Automatic,Outra,beige,None reported,Yes,32305,28608,2023-02-17,2023-02-21,1.9
BMW,M3 Base,2011,69202,Gasoline,414.0,4.0,8.0,Manual,Black,Black,None reported,Yes,46319,44356,2023-04-14,2023-04-16,6.0
Outra,CTS 3.6L Premium Luxury,2019,219112,Gasoline,335.0,3.6,6.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,20475,24116,2022-01-24,2022-01-26,2.5
Outra,F-TYPE S,2014,120049,Gasoline,495.0,5.0,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,29530,31538,2022-02-08,2022-02-10,6.6
Outra,ProMaster 2500 High Roof,2019,50986,Gasoline,280.0,3.6,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,30485,30715,2023-05-27,2023-05-31,6.5
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,62764,Gasoline,362.0,3.0,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,35490,33934,2023-01-01,2023-01-05,2.4
Outra,RS 5 2.9T,2019,34182,Gasoline,444.0,2.9,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,54554,53918,2023-02-04,2023-02-06,1.5
Outra,Xterra Pro-4X,2011,294510,Gasoline,261.0,4.0,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,10920,11740,2022-01-29,2022-01-30,5.1
Chevrolet,Corvette Base,2005,230289,Gasoline,400.0,6.0,8.0,Automatic,Outra,Black,None reported,Yes,14560,14578,2022-04-02,2022-04-03,6.2
Outra,XC60 T6 Inscription,2019,94308,Gasoline,330.0,2.0,4.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,26390,28036,2023-08-31,2023-09-02,4.0
Outra,Ascent Touring 7-Passenger,2019,114703,Gasoline,260.0,2.4,4.0,CVT,Black,Outra,None reported,Yes,21749,24835,2022-06-14,2022-06-15,5.0
BMW,135 i,2009,117321,Gasoline,300.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,14105,14772,2023-03-29,2023-04-02,10.0
Ford,F-150 Platinum,2018,97623,Gasoline,375.0,3.5,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,42679,40358,2023-04-30,2023-05-01,9.3
Chevrolet,Malibu LTZ,2010,89962,Gasoline,252.0,3.6,6.0,DCT,Outra,beige,None reported,Yes,8144,11407,2023-12-11,2023-12-14,3.8
Outra,RX 350 Base,2016,115470,Gasoline,295.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,25480,24879,2022-02-06,2022-02-07,3.9
Ford,Taurus X Limited,2008,239710,Gasoline,263.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,3549,5799,2023-02-18,2023-02-21,1.2
BMW,X5 3.0si,2007,160452,Gasoline,260.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,7735,8171,2023-06-16,2023-06-20,5.3
Outra,XTS Luxury,2014,101308,Gasoline,304.0,3.6,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,15923,18139,2023-08-15,2023-08-17,9.5
Chevrolet,Tahoe Premier,2020,220480,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,41860,36855,2023-05-16,2023-05-17,1.7
Ford,F-150 Raptor,2021,45480,Gasoline,450.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,66384,63399,2022-06-16,2022-06-17,3.8
Mercedes-Benz,C-Class C 300,2017,95595,Gasoline,241.0,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,19110,18670,2023-06-17,2023-06-18,2.4
Outra,XF Premium,2011,56543,Gasoline,385.0,5.0,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,11284,17605,2022-03-05,2022-03-06,7.7
Outra,A6 2.0T Premium Plus,2016,154497,Gasoline,252.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,20011,18712,2023-06-11,2023-06-15,1.5
BMW,228 i,2015,86905,Gasoline,240.0,2.0,4.0,Manual,Black,Outra,At least 1 accident or damage reported,Yes,18196,19243,2022-03-21,2022-03-25,5.7
BMW,428 i xDrive SULEV,2016,123919,Gasoline,240.0,2.0,4.0,DCT,white,Outra,At least 1 accident or damage reported,Yes,24569,20998,2023-08-18,2023-08-20,6.7
Outra,Regal Turbo - Premium 1,2012,305775,Gasoline,220.0,2.0,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,5460,6699,2023-01-07,2023-01-08,7.3
Outra,LX 570 Three-Row,2018,63247,Gasoline,383.0,5.7,8.0,DCT,Black,Black,None reported,Yes,63245,56382,2023-01-30,2023-02-02,3.8
Outra,XC60 T5 R-Design,2019,70006,Gasoline,250.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,27300,27574,2022-08-15,2022-08-19,7.6
Chevrolet,Tahoe High Country,2021,85295,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,61061,61064,2023-09-13,2023-09-16,5.4
Ford,Expedition Max Limited,2021,49758,Gasoline,375.0,3.5,6.0,Automatic,white,beige,None reported,Yes,47319,46062,2022-11-22,2022-11-23,6.9
Outra,Jetta 1.4T S,2019,94951,Gasoline,147.0,1.4,4.0,Automatic,Outra,Black,None reported,Yes,15470,15687,2023-02-08,2023-02-12,8.6
Outra,Sorento SX Prestige,2023,17864,Gasoline,281.0,2.5,4.0,DCT,white,Black,None reported,Yes,36582,40939,2022-01-02,2022-01-04,6.7
BMW,M3 Base,2016,90501,Gasoline,425.0,3.0,6.0,Manual,Outra,Outra,None reported,Yes,45955,45957,2022-05-31,2022-06-02,6.2
Ford,Mustang GT Premium,2012,169786,Gasoline,412.0,5.0,8.0,Manual,Outra,Black,None reported,Yes,17290,18521,2022-09-19,2022-09-23,8.8
Outra,A4 2.0T Premium,2011,146157,Gasoline,211.0,2.0,4.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,7553,8741,2023-10-25,2023-10-27,7.6
Outra,Golf SportWagen TSI S 4-Door,2016,205626,Gasoline,170.0,1.8,4.0,Manual,white,beige,None reported,Yes,12558,12164,2022-01-19,2022-01-22,4.0
Outra,S2000 Base,2003,162544,Gasoline,240.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,25480,23112,2022-10-04,2022-10-07,7.2
Outra,Cooper S Base,2010,156742,Gasoline,172.0,1.6,4.0,Manual,Outra,Black,None reported,Yes,6096,6795,2022-03-25,2022-03-27,6.5
Outra,RC 350 Base,2015,77249,Gasoline,306.0,3.5,6.0,DCT,Outra,Outra,None reported,Yes,29939,28478,2022-12-02,2022-12-03,9.2
Outra,300 Touring,2009,216621,Gasoline,250.0,3.5,6.0,DCT,Outra,Black,None reported,Yes,6825,7589,2023-11-09,2023-11-11,9.7
Outra,Rover Range Rover 3.0L Supercharged,2014,95756,E85 Flex Fuel,340.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,30758,28821,2023-04-17,2023-04-19,8.6
Chevrolet,Camaro 1SS,2021,20278,Gasoline,455.0,6.2,8.0,Manual,Outra,Black,None reported,Yes,42770,42192,2023-08-16,2023-08-19,7.0
BMW,X7 xDrive40i,2022,12875,Hybrid,335.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,77350,72324,2023-10-11,2023-10-12,9.0
Outra,Genesis Coupe 3.8 Track,2010,205191,Gasoline,306.0,3.8,6.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,5460,8761,2022-08-09,2022-08-13,2.8
Chevrolet,Corvette Base,2006,62977,Gasoline,400.0,6.0,8.0,DCT,Outra,beige,None reported,Yes,31850,29617,2022-05-13,2022-05-14,8.1
BMW,i8 Base,2019,45384,Plug-In Hybrid,369.0,1.5,3.0,DCT,Outra,beige,At least 1 accident or damage reported,Yes,72754,68638,2022-12-16,2022-12-18,7.5
Outra,Rover Range Rover Sport HST MHEV,2020,59945,Hybrid,395.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,49595,52430,2023-09-24,2023-09-28,2.8
Ford,Ranger Edge SuperCab,2004,177028,Gasoline,148.0,3.0,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,7735,6973,2022-08-11,2022-08-13,6.6
Outra,V60 T6 R-Design Platinum,2015,95387,Gasoline,325.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,27209,27982,2022-03-14,2022-03-16,7.5
Outra,XTS Luxury,2013,244620,Gasoline,304.0,3.6,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,7735,9972,2023-11-11,2023-11-12,4.7
Outra,TLX Type S w/Performance Tire,2023,2894,Gasoline,355.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,48230,52889,2023-07-30,2023-08-03,9.2
Outra,Durango R/T,2020,125529,Gasoline,360.0,5.7,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,26845,31329,2023-01-19,2023-01-22,4.5
Outra,Romeo Giulia Base,2017,57936,Gasoline,280.0,2.0,4.0,Automatic,white,Outra,None reported,Yes,19110,21961,2023-08-29,2023-08-30,8.3
Ford,Edge Titanium,2017,182329,Gasoline,245.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,15015,14759,2023-02-11,2023-02-15,5.2
Chevrolet,Corvette Stingray,2015,41116,Gasoline,455.0,6.2,8.0,Automatic,Outra,Outra,None reported,Yes,44590,42775,2023-04-15,2023-04-17,7.2
Chevrolet,Silverado 2500 LT,2015,197579,E85 Flex Fuel,360.0,6.0,8.0,Automatic,Outra,Black,None reported,Yes,25024,25406,2023-10-29,2023-10-30,5.0
Outra,Routan SE,2011,312213,Gasoline,283.0,3.6,6.0,DCT,Black,Outra,At least 1 accident or damage reported,Yes,3185,6023,2023-05-08,2023-05-09,9.5
Outra,Sorento LX,2021,87226,Gasoline,191.0,2.5,4.0,Automatic,white,Black,None reported,Yes,21658,25889,2023-02-06,2023-02-08,2.0
Outra,ATS 2.5L,2014,129391,Gasoline,202.0,2.5,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,13650,13693,2023-08-26,2023-08-28,8.8
Ford,F-250 Platinum,2022,7242,Gasoline,430.0,7.3,8.0,Automatic,Black,Black,None reported,Yes,78715,74059,2022-08-13,2022-08-17,1.2
Outra,Cooper S Base,2012,205996,Gasoline,181.0,1.6,4.0,Automatic,Black,Black,None reported,Yes,7735,7631,2023-05-15,2023-05-17,7.7
BMW,X1 xDrive28i,2021,41711,Gasoline,228.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,29120,28634,2023-10-26,2023-10-30,5.2
Mercedes-Benz,E-Class E 350 4MATIC,2008,108228,Gasoline,268.0,3.5,6.0,Automatic,white,beige,None reported,Yes,10829,10765,2022-09-05,2022-09-07,8.4
Outra,Outback 2.5i Premium,2019,123919,Gasoline,175.0,2.5,4.0,CVT,Outra,Outra,At least 1 accident or damage reported,Yes,17062,17267,2022-02-19,2022-02-21,3.8
Outra,718 Boxster S,2017,78697,Gasoline,350.0,2.5,4.0,DCT,Outra,Black,None reported,Yes,56875,47128,2022-06-11,2022-06-13,3.0
Ford,F-150 XL,2018,84491,E85 Flex Fuel,395.0,5.0,8.0,Automatic,Outra,Outra,None reported,Yes,31850,33979,2022-12-11,2022-12-12,6.3
Outra,Palisade SEL,2020,111828,Gasoline,291.0,3.8,6.0,Automatic,white,Black,None reported,Yes,29120,29690,2023-06-25,2023-06-27,2.4
Outra,911 Carrera 4,2013,108666,Gasoline,350.0,3.4,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,54145,46900,2022-11-25,2022-11-26,1.6
Outra,911 Carrera 4 Cabriolet,2003,140979,Gasoline,315.0,3.6,6.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,29120,24968,2022-02-19,2022-02-20,10.0
Outra,Rover Range Rover SWB,2020,46671,Hybrid,355.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,63700,58169,2023-03-08,2023-03-11,6.4
Outra,350Z Touring,2006,135507,Gasoline,300.0,3.5,6.0,Manual,Outra,Outra,None reported,Yes,9282,13283,2023-11-30,2023-12-03,9.4
Outra,MKZ Reserve I,2019,57936,Gasoline,245.0,2.0,4.0,Automatic,white,beige,None reported,Yes,24115,24905,2022-07-13,2022-07-16,3.5
Outra,Panamera Turbo,2015,108164,Gasoline,520.0,4.8,8.0,DCT,Outra,beige,At least 1 accident or damage reported,Yes,47274,43900,2023-06-26,2023-06-29,4.7
Mercedes-Benz,AMG C 63 Base,2017,101389,Gasoline,469.0,4.0,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,38220,39541,2023-08-31,2023-09-02,8.0
Outra,Acadia SLT-1,2012,187048,Gasoline,288.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,7189,8596,2022-12-18,2022-12-19,8.0
Outra,Forester 2.5i Limited,2015,144841,Gasoline,170.0,2.5,4.0,CVT,Outra,Outra,None reported,Yes,14560,13589,2022-04-02,2022-04-05,3.9
Outra,Cayenne Turbo,2009,67536,Gasoline,500.0,4.8,8.0,DCT,Black,beige,At least 1 accident or damage reported,Yes,31850,34305,2022-02-13,2022-02-15,5.8
Outra,Atlas 3.6L SE w/Technology,2018,77586,Gasoline,276.0,3.6,6.0,DCT,Outra,Black,None reported,Yes,22749,25360,2023-06-21,2023-06-23,9.3
BMW,325 i,2003,228527,Gasoline,184.0,2.5,6.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,4368,5247,2022-10-25,2022-10-29,1.6
Mercedes-Benz,GLC 300 Base 4MATIC,2018,78375,Gasoline,241.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,25389,24301,2023-03-15,2023-03-16,4.9
Outra,CX-7 Sport,2009,181856,Gasoline,244.0,2.3,4.0,Automatic,Outra,Black,None reported,Yes,5004,7443,2022-01-12,2022-01-15,3.4
Outra,911 Carrera C2S,2005,45866,Gasoline,355.0,3.8,6.0,Manual,Outra,Black,None reported,Yes,57785,59325,2023-09-26,2023-09-27,9.1
Outra,Supra 3.0 Premium,2022,39992,Gasoline,382.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,48747,50408,2023-04-29,2023-05-01,7.0
Outra,Rover Range Rover Velar P380 SE R-Dynamic,2019,31886,Gasoline,380.0,3.0,6.0,Automatic,Outra,beige,None reported,Yes,47229,46967,2022-08-16,2022-08-20,9.3
Outra,CT 200h Premium,2012,175418,Hybrid,134.0,1.8,4.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,13600,11519,2023-06-07,2023-06-09,3.2
Outra,200 Limited,2015,153324,E85 Flex Fuel,184.0,2.4,4.0,Automatic,Black,Black,None reported,No,11346,11657,2023-08-22,2023-08-26,1.3
Outra,Sierra 1500 SLT,2017,79027,Gasoline,420.0,6.2,8.0,Automatic,white,Black,None reported,Yes,36172,38192,2023-05-07,2023-05-08,7.3
Chevrolet,Tahoe LTZ,2011,225954,E85 Flex Fuel,320.0,5.3,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,14560,13238,2023-04-16,2023-04-20,5.3
Ford,F-250 Lariat,2018,193121,Diesel,450.0,6.7,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,50050,47453,2023-01-10,2023-01-14,2.9
Outra,Charger Base,2006,234264,Gasoline,250.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,4095,5140,2022-08-28,2022-09-01,1.6
Outra,XF S,2017,88514,Gasoline,380.0,3.0,6.0,DCT,Outra,Outra,None reported,Yes,30940,32684,2023-07-09,2023-07-11,8.4
Outra,Telluride SX,2020,61155,Gasoline,291.0,3.8,6.0,Automatic,Outra,beige,None reported,Yes,38219,36919,2022-04-16,2022-04-19,4.6
BMW,M240 i,2017,59707,Gasoline,335.0,3.0,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,23774,26085,2022-05-01,2022-05-03,9.4
Outra,Wrangler X,2004,70811,Gasoline,190.0,4.0,6.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,22749,20718,2023-08-11,2023-08-12,4.6
Ford,Mustang Premium,2007,272966,Gasoline,210.0,4.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,5369,6343,2023-02-14,2023-02-17,5.0
Outra,Sierra 2500 Denali,2021,27228,Diesel,445.0,6.6,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,66430,65502,2022-10-01,2022-10-02,4.0
